 +-----------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                     |   Total  |       Mean      |   rms   |  min |   max  |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKPiLine/Particles                                       |      108 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiKWS/decayVertices                                     |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiKWSLine/Particle2VertexRelations                      |       18 |       9         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiKWSLine/Particles                                     |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiPi/decayVertices                                      |        3 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiPiLine/Particle2VertexRelations                       |       13 |     4.3+-0.3    | 0.5     |    4 | 5      |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PPiPiLine/Particles                                      |        3 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKK/decayVertices                               |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKKLine/Particle2VertexRelations                |       10 |     5.0+-0.7    | 1.0     |    4 | 6      |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKKLine/Particles                               |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKPi/decayVertices                              |      108 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKPiLine/Particle2VertexRelations               |      722 |     6.7+-0.3    | 3.1     |    4 | 20     |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PKPiLine/Particles                              |      108 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiKWS/decayVertices                            |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiKWSLine/Particle2VertexRelations             |       18 |       9         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiKWSLine/Particles                            |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiPi/decayVertices                             |        3 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiPiLine/Particle2VertexRelations              |       13 |     4.3+-0.3    | 0.5     |    4 | 5      |
 | *AllStreams/Phys/Lambdac2PHHPrescFullLambdac2PPiPiLine/Particles                             |        3 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2LcPiWSLc2PKPiBeauty2CharmLine/Particle2VertexRelations                   |        6 |       6         |         |      |        |
 | *AllStreams/Phys/Lb2LcPiWSLc2PKPiBeauty2CharmLine/Particles                                  |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2LcPiWSLc2PKPiBeauty2CharmLine/decayVertices                              |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2V0hhDDLine/Particle2VertexRelations                                      |        7 |       7         |         |      |        |
 | *AllStreams/Phys/Lb2V0hhDDLine/Particles                                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2V0hhDDLine/decayVertices                                                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2XicPiWSXic2PKPiBeauty2CharmLine/Particle2VertexRelations                 |        6 |       6         |         |      |        |
 | *AllStreams/Phys/Lb2XicPiWSXic2PKPiBeauty2CharmLine/Particles                                |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lb2XicPiWSXic2PKPiBeauty2CharmLine/decayVertices                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lc2PKPiBeauty2Charm/Particles                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lc2PKPiBeauty2Charm/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiElectronBiasedIncDiElectronLine/Particle2VertexRelations          |        3 |       3         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiElectronBiasedIncDiElectronLine/Particles                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiElectronBiasedIncDiElectronLine/decayVertices                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonIncLine/Particle2VertexRelations                        |        7 |     3.5+-0.4    | 0.5     |    3 | 4      |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonIncLine/Particles                                       |        2 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonIncLine/decayVertices                                   |        2 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonPrescaledLine/Particle2VertexRelations                  |       20 |     3.3+-0.3    | 0.7     |    3 | 5      |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonPrescaledLine/Particles                                 |        7 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonPrescaledLine/decayVertices                             |        7 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonSameSignLine/Particle2VertexRelations                   |        6 |       3         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonSameSignLine/Particles                                  |        2 |       1         |         |      |        |
 | *AllStreams/Phys/MicroDSTDiMuonDiMuonSameSignLine/decayVertices                              |        2 |       1         |         |      |        |
 | *AllStreams/Phys/MuIDCalib_FromLambdacDecay/Particle2VertexRelations                         |      105 |     6.6+-0.5    | 1.9     |    4 | 11     |
 | *AllStreams/Phys/MuIDCalib_FromLambdacDecay/Particles                                        |       16 |       1         |         |      |        |
 | *AllStreams/Phys/MuIDCalib_FromLambdacDecay/decayVertices                                    |       16 |       1         |         |      |        |
 | *AllStreams/Phys/MuIDCalib_JpsiFromBNoPIDNoMip/Particle2VertexRelations                      |        3 |       3         |         |      |        |
 | *AllStreams/Phys/MuIDCalib_JpsiFromBNoPIDNoMip/Particles                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MuIDCalib_JpsiFromBNoPIDNoMip/decayVertices                                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MuMuSSLine1/Particles                                                       |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MuMuSSLine1/decayVertices                                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Mu_forB2XuMuNu/Particles                                                    |        1 |       1         |         |      |        |
 | *AllStreams/Phys/MuonsForCharmForVubPrescaled/Particles                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/NoPIDDstarWithD02RSKPiLine/Particle2VertexRelations                         |       10 |       5         |         |      |        |
 | *AllStreams/Phys/NoPIDDstarWithD02RSKPiLine/Particles                                        |        2 |       1         |         |      |        |
 | *AllStreams/Phys/NoPIDDstarWithD02RSKPiLine/decayVertices                                    |        2 |       1         |         |      |        |
 | *AllStreams/Phys/PForDstarD2KShh/Particles                                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PForDstarD2KShhCompleteEvent/Particles                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PInputsBeauty2CharmFilter/Particles                                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Phi2KKForBetaSBs2PhiKst/Particles                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Phi2KKForBetaSBs2PhiKst/decayVertices                                       |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Pi0ForBetaSBetaS/Particles                                                  |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Pi0ForDstarD02Kpipi0/Particles                                              |       27 |     1.3+-0.1    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/PiForDstarD02KShh_ForTrackingEff/Particles                                  |        2 |       2         |         |      |        |
 | *AllStreams/Phys/PiInputsBeauty2CharmFilter/Particles                                        |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PiTopoInputsBeauty2CharmFilter/Particles                                    |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PionsAsMuonsForD2XMuMu/Particles                                            |      344 |     2.8+-0.1    | 0.9     |    2 | 7      |
 | *AllStreams/Phys/PionsFor3bodyCSAndForD2XMuMu/Particles                                      |     1107 |     2.3+-0.0    | 0.9     |    1 | 7      |
 | *AllStreams/Phys/PionsFor4bodyCSAndForD2XMuMu/Particles                                      |      130 |     3.2+-0.1    | 0.7     |    2 | 5      |
 | *AllStreams/Phys/PionsForD2XMuMu/Particles                                                   |      220 |     1.8+-0.1    | 0.9     |    1 | 6      |
 | *AllStreams/Phys/PreSelD02HHForPromptCharm/Particles                                         |        3 |       1         |         |      |        |
 | *AllStreams/Phys/PreSelD02HHForPromptCharm/decayVertices                                     |        3 |       1         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KKTISLine/Particle2VertexRelations                        |       21 |       3         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KKTISLine/Particles                                       |        7 |       1         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KKTISSel/decayVertices                                    |        7 |       1         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KPiTISLine/Particle2VertexRelations                       |        8 |       8         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KPiTISLine/Particles                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PromptD2hhPromptD2KPiTISSel/decayVertices                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/PromptKaonsTopoInputsBeauty2CharmFilter/Particles                           |       33 |     3.0+-0.8    | 2.8     |    1 | 10     |
 | *AllStreams/Phys/ProtonsFor3bodyCSAndForD2XMuMu/Particles                                    |      180 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/SelBasicMesonsForPromptCharm/Particles                                      |      292 |     2.1+-0.0    | 0.3     |    2 | 4      |
 | *AllStreams/Phys/SelD02KPiPi0ResolvedforCharmFromBSemi/Particles                             |        2 |       2         |         |      |        |
 | *AllStreams/Phys/SelD02KPiPi0ResolvedforCharmFromBSemi/decayVertices                         |        2 |       2         |         |      |        |
 | *AllStreams/Phys/SelD02RSKPiForNoPIDDstarWithD02RSKPi/Particles                              |        2 |       1         |         |      |        |
 | *AllStreams/Phys/SelD02RSKPiForNoPIDDstarWithD02RSKPi/decayVertices                          |        2 |       1         |         |      |        |
 | *AllStreams/Phys/SelDplus2KKpiForB0q2DplusMuXPresel/Particles                                |       13 |     1.6+-0.3    | 0.9     |    1 | 3      |
 | *AllStreams/Phys/SelDplus2KKpiForB0q2DplusMuXPresel/decayVertices                            |       13 |     1.6+-0.3    | 0.9     |    1 | 3      |
 | *AllStreams/Phys/SelDplusForB2XTauNu/Particles                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/SelDplusForB2XTauNu/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/SelKforCharmFromBSemi/Particles                                             |        1 |       1         |         |      |        |
 | *AllStreams/Phys/SelLambdaCForPromptCharm/Particles                                          |      111 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/SelLambdaCForPromptCharm/decayVertices                                      |      111 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/SelMuForB0q2DplusMuXPresel/Particles                                        |        8 |       1         |         |      |        |
 | *AllStreams/Phys/SelMuforCharmFromBSemi/Particles                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/SelPi0ResolvedforCharmFromBSemi/Particles                                   |        2 |       2         |         |      |        |
 | *AllStreams/Phys/SelPiforCharmFromBSemi/Particles                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/SelProtonsForPromptCharm/Particles                                          |      129 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/Sel_B2XMuMu_DiMuon/Particles                                                |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Sel_B2XMuMu_DiMuon/decayVertices                                            |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Selection_B2XMuMu_StdAllNoPIDsKaons/Particles                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Selection_B2XMuMu_daughters/Particles                                       |        9 |     4.5+-2.5    | 3.5     |    1 | 8      |
 | *AllStreams/Phys/Selection_B2XMuMu_daughters/decayVertices                                   |        5 |     2.5+-1.1    | 1.5     |    1 | 4      |
 | *AllStreams/Phys/Selection_B2XMuMu_pi0/Particles                                             |        2 |       2         |         |      |        |
 | *AllStreams/Phys/SigmaCForPromptCharm/Particle2VertexRelations                               |     2002 |    18.4+-0.7    | 7.8     |    9 | 49     |
 | *AllStreams/Phys/SigmaCForPromptCharm/Particles                                              |      409 |     3.8+-0.3    | 3.0     |    1 | 16     |
 | *AllStreams/Phys/SigmaCForPromptCharm/decayVertices                                          |      409 |     3.8+-0.3    | 3.0     |    1 | 16     |
 | *AllStreams/Phys/SingleTrackTISLine/Particle2VertexRelations                                 |        2 |       1         |         |      |        |
 | *AllStreams/Phys/SingleTrackTISLine/Particles                                                |        2 |       1         |         |      |        |
 | *AllStreams/Phys/SingleTrackTISLowLine/Particle2VertexRelations                              |        5 |       1         |         |      |        |
 | *AllStreams/Phys/SingleTrackTISLowLine/Particles                                             |        5 |       1         |         |      |        |
 | *AllStreams/Phys/SlowPionsForCharmForVubPrescaled/Particles                                  |        1 |       1         |         |      |        |
 | *AllStreams/Phys/StdAllLooseElectrons/Particles                                              |       25 |     2.1+-0.1    | 0.3     |    2 | 3      |
 | *AllStreams/Phys/StdAllLooseKaons/Particles                                                  |     2245 |     1.8+-0.0    | 1.5     |    1 | 14     |
 | *AllStreams/Phys/StdAllLooseMuons/Particles                                                  |       23 |     2.1+-0.1    | 0.3     |    2 | 3      |
 | *AllStreams/Phys/StdAllLoosePions/Particles                                                  |     3043 |     2.4+-0.1    | 2.2     |    1 | 24     |
 | *AllStreams/Phys/StdAllLooseProtons/Particles                                                |      490 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/StdAllNoPIDsKaons/Particles                                                 |      218 |     1.3+-0.1    | 0.7     |    1 | 5      |
 | *AllStreams/Phys/StdAllNoPIDsMuons/Particles                                                 |       31 |     2.1+-0.1    | 0.2     |    2 | 3      |
 | *AllStreams/Phys/StdAllNoPIDsPions/Particles                                                 |     2890 |     2.9+-0.1    | 2.1     |    1 | 22     |
 | *AllStreams/Phys/StdAllNoPIDsProtons/Particles                                               |      190 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/StdDiElectronFromTracks/Particles                                           |        4 |       2         |         |      |        |
 | *AllStreams/Phys/StdLooseDetachedDipion/Particles                                            |        3 |       3         |         |      |        |
 | *AllStreams/Phys/StdLooseDetachedDipion/decayVertices                                        |        3 |       3         |         |      |        |
 | *AllStreams/Phys/StdLooseDetachedTau3pi/Particles                                            |        3 |       3         |         |      |        |
 | *AllStreams/Phys/StdLooseDetachedTau3pi/decayVertices                                        |        3 |       3         |         |      |        |
 | *AllStreams/Phys/StdLooseEta2gg/Particles                                                    |       24 |       2         |         |      |        |
 | *AllStreams/Phys/StdLooseLambdaDD/Particles                                                  |       21 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/StdLooseLambdaDD/decayVertices                                              |       21 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/StdLooseLambdaLL/Particles                                                  |        7 |     1.8+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/StdLooseLambdaLL/decayVertices                                              |        7 |     1.8+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/StdLoosePi02gg/Particles                                                    |       92 |     2.8+-0.2    | 1.2     |    2 | 8      |
 | *AllStreams/Phys/StdMassConstrainedJpsi2MuMu/Particles                                       |        1 |       1         |         |      |        |
 | *AllStreams/Phys/StdMassConstrainedJpsi2MuMu/decayVertices                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/StdNoPIDsDownPions/Particles                                                |     1435 |     2.1+-0.0    | 0.8     |    1 | 9      |
 | *AllStreams/Phys/StdNoPIDsDownProtons/Particles                                              |      137 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/StdTightKaons/Particles                                                     |       10 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/StdTightPions/Particles                                                     |        8 |       1         |         |      |        |
 | *AllStreams/Phys/StdTightProtons/Particles                                                   |       12 |       2         |         |      |        |
 | *AllStreams/Phys/Tau23MuDs23PiLine/Particle2VertexRelations                                  |      325 |     6.1+-0.4    | 3.0     |    4 | 19     |
 | *AllStreams/Phys/Tau23MuDs23PiLine/Particles                                                 |       62 |     1.2+-0.1    | 0.5     |    1 | 4      |
 | *AllStreams/Phys/Tau23MuDs23PiLine/decayVertices                                             |       62 |     1.2+-0.1    | 0.5     |    1 | 4      |
 | *AllStreams/Phys/Tau_Z02TauTauProng_TauProng/Particles                                       |        3 |       3         |         |      |        |
 | *AllStreams/Phys/Tau_Z02TauTauProng_TauProng/decayVertices                                   |        3 |       3         |         |      |        |
 | *AllStreams/Phys/TrackEffDownMuonValidationLine/Particle2VertexRelations                     |        6 |       1         |         |      |        |
 | *AllStreams/Phys/TrackEffDownMuonValidationLine/Particles                                    |        6 |       1         |         |      |        |
 | *AllStreams/Phys/TrackListBsPhiRho/Particles                                                 |        2 |       2         |         |      |        |
 | *AllStreams/Phys/WMuControl4800Line/Particle2VertexRelations                                 |        3 |       1         |         |      |        |
 | *AllStreams/Phys/WMuControl4800Line/Particles                                                |        3 |       1         |         |      |        |
 | *AllStreams/Phys/Xic2PKPiBeauty2Charm/Particles                                              |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Xic2PKPiBeauty2Charm/decayVertices                                          |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccCombineXi/Particles                                                     |       31 |     1.3+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccCombineXi/decayVertices                                                 |       31 |     1.3+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccCombineXicc1/decayVertices                                              |       11 |     1.4+-0.2    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/XiccCombineXicc1DCS/decayVertices                                           |       32 |     2.1+-0.3    | 1.3     |    1 | 4      |
 | *AllStreams/Phys/XiccCombineXicc1WC/decayVertices                                            |       22 |     1.4+-0.2    | 0.8     |    1 | 4      |
 | *AllStreams/Phys/XiccCombineXicc2/decayVertices                                              |        4 |     2.0+-0.7    | 1.0     |    1 | 3      |
 | *AllStreams/Phys/XiccCombineXicc2DCS/decayVertices                                           |       23 |     2.6+-0.4    | 1.2     |    1 | 4      |
 | *AllStreams/Phys/XiccCombineXicc2WC/decayVertices                                            |        3 |       1         |         |      |        |
 | *AllStreams/Phys/XiccCombineXicc7DCS/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccCombineXicc7WC/decayVertices                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccControlD0/Particle2VertexRelations                                      |     4578 |     6.7+-0.2    | 5.6     |    3 | 41     |
 | *AllStreams/Phys/XiccControlD0/Particles                                                     |     1180 |     1.7+-0.1    | 1.4     |    1 | 13     |
 | *AllStreams/Phys/XiccControlD0/decayVertices                                                 |     1180 |     1.7+-0.1    | 1.4     |    1 | 13     |
 | *AllStreams/Phys/XiccControlDp/Particle2VertexRelations                                      |     3743 |     8.2+-0.3    | 6.0     |    4 | 51     |
 | *AllStreams/Phys/XiccControlDp/Particles                                                     |      775 |     1.7+-0.1    | 1.5     |    1 | 15     |
 | *AllStreams/Phys/XiccControlDp/decayVertices                                                 |      775 |     1.7+-0.1    | 1.5     |    1 | 15     |
 | *AllStreams/Phys/XiccControlLc/Particle2VertexRelations                                      |     2691 |     5.8+-0.2    | 3.6     |    4 | 38     |
 | *AllStreams/Phys/XiccControlLc/Particles                                                     |      499 |     1.1+-0.0    | 0.3     |    1 | 3      |
 | *AllStreams/Phys/XiccControlLc/decayVertices                                                 |      499 |     1.1+-0.0    | 0.3     |    1 | 3      |
 | *AllStreams/Phys/XiccControlXicPlus/Particle2VertexRelations                                 |       34 |    11.3+-2.7    | 4.7     |    8 | 18     |
 | *AllStreams/Phys/XiccControlXicPlus/Particles                                                |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/XiccControlXicPlus/decayVertices                                            |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/XiccControlXicZero/Particle2VertexRelations                                 |      233 |    11.1+-0.7    | 3.1     |    7 | 18     |
 | *AllStreams/Phys/XiccControlXicZero/Particles                                                |       31 |     1.5+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccControlXicZero/decayVertices                                            |       31 |     1.5+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccFilterLc/Particles                                                      |       30 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/XiccFilterLc/decayVertices                                                  |       30 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/XiccFilteredD02KPi/Particles                                                |        2 |       1         |         |      |        |
 | *AllStreams/Phys/XiccFilteredD02KPi/decayVertices                                            |        2 |       1         |         |      |        |
 | *AllStreams/Phys/XiccFilteredKaons/Particles                                                 |       49 |     1.6+-0.2    | 0.8     |    1 | 4      |
 | *AllStreams/Phys/XiccFilteredPions/Particles                                                 |      102 |     1.9+-0.2    | 1.3     |    1 | 5      |
 | *AllStreams/Phys/XiccFilteredProtons/Particles                                               |        2 |       1         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXi/Particles                                                  |        2 |       2         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXi/decayVertices                                              |        2 |       2         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicPlus/Particles                                             |        2 |       2         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicPlus/decayVertices                                         |        2 |       2         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicZero/Particles                                             |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicZero/decayVertices                                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicc1/decayVertices                                           |      267 |     4.3+-0.6    | 4.5     |    1 | 22     |
 | *AllStreams/Phys/XiccTISCombineXicc1a/decayVertices                                          |       50 |     2.2+-0.4    | 2.1     |    1 | 9      |
 | *AllStreams/Phys/XiccTISCombineXicc2/decayVertices                                           |      132 |     5.3+-1.7    | 8.3     |    1 | 41     |
 | *AllStreams/Phys/XiccTISCombineXicc2a/decayVertices                                          |       55 |     4.6+-0.9    | 3.0     |    1 | 11     |
 | *AllStreams/Phys/XiccTISCombineXicc3/decayVertices                                           |        3 |       3         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicc5/decayVertices                                           |       14 |      14         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicc6/decayVertices                                           |        6 |       6         |         |      |        |
 | *AllStreams/Phys/XiccTISCombineXicc7/decayVertices                                           |       30 |     3.3+-1.2    | 3.7     |    1 | 13     |
 | *AllStreams/Phys/XiccTISFilterLc/Particles                                                   |       82 |     1.3+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccTISFilterLc/decayVertices                                               |       82 |     1.3+-0.1    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/XiccTISFilteredD02KPi/Particles                                             |        9 |       1         |         |      |        |
 | *AllStreams/Phys/XiccTISFilteredD02KPi/decayVertices                                         |        9 |       1         |         |      |        |
 | *AllStreams/Phys/XiccTISFilteredDplus2KPiPi/Particles                                        |       40 |     1.5+-0.2    | 1.1     |    1 | 5      |
 | *AllStreams/Phys/XiccTISFilteredDplus2KPiPi/decayVertices                                    |       40 |     1.5+-0.2    | 1.1     |    1 | 5      |
 | *AllStreams/Phys/XiccTISFilteredKaons/Particles                                              |      183 |     2.1+-0.2    | 1.6     |    1 | 9      |
 | *AllStreams/Phys/XiccTISFilteredPions/Particles                                              |      207 |     2.7+-0.3    | 2.4     |    1 | 12     |
 | *AllStreams/Phys/XiccTISFilteredProtons/Particles                                            |       51 |     1.5+-0.2    | 1.1     |    1 | 6      |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToDpPKPi/Particle2VertexRelations                        |      380 |    31.7+-4.7    | 16.2    |   13 | 73     |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToDpPKPi/Particles                                       |       55 |     4.6+-0.9    | 3.0     |    1 | 11     |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToLcKPiPi/Particle2VertexRelations                       |      569 |    22.8+-3.4    | 16.9    |    8 | 80     |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToLcKPiPi/Particles                                      |      132 |     5.3+-1.7    | 8.3     |    1 | 41     |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToXicPlusPi/Particle2VertexRelations                     |       32 |      32         |         |      |        |
 | *AllStreams/Phys/XiccTISXiccPlusPlusToXicPlusPi/Particles                                    |        6 |       6         |         |      |        |
 | *AllStreams/Phys/XiccTISXiccPlusToD0PKPi/Particle2VertexRelations                            |      181 |    20.1+-4.0    | 12.0    |   10 | 42     |
 | *AllStreams/Phys/XiccTISXiccPlusToD0PKPi/Particles                                           |       30 |     3.3+-1.2    | 3.7     |    1 | 13     |
 | *AllStreams/Phys/XiccTISXiccPlusToDpPK/Particle2VertexRelations                              |      483 |    21.0+-2.6    | 12.4    |    7 | 63     |
 | *AllStreams/Phys/XiccTISXiccPlusToDpPK/Particles                                             |       50 |     2.2+-0.4    | 2.1     |    1 | 9      |
 | *AllStreams/Phys/XiccTISXiccPlusToLcKPi/Particle2VertexRelations                             |     1169 |    18.9+-1.6    | 12.4    |    7 | 63     |
 | *AllStreams/Phys/XiccTISXiccPlusToLcKPi/Particles                                            |      267 |     4.3+-0.6    | 4.5     |    1 | 22     |
 | *AllStreams/Phys/XiccTISXiccPlusToXicPlusPiPi/Particle2VertexRelations                       |       40 |      40         |         |      |        |
 | *AllStreams/Phys/XiccTISXiccPlusToXicPlusPiPi/Particles                                      |       14 |      14         |         |      |        |
 | *AllStreams/Phys/XiccTISXiccPlusToXicZeroPi/Particle2VertexRelations                         |       28 |      28         |         |      |        |
 | *AllStreams/Phys/XiccTISXiccPlusToXicZeroPi/Particles                                        |        3 |       3         |         |      |        |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPi/Particle2VertexRelations                          |       33 |    16.5+-4.6    | 6.5     |   10 | 23     |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPi/Particles                                         |        4 |     2.0+-0.7    | 1.0     |    1 | 3      |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPiDCS/Particle2VertexRelations                       |      139 |    15.4+-1.8    | 5.3     |    8 | 27     |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPiDCS/Particles                                      |       23 |     2.6+-0.4    | 1.2     |    1 | 4      |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPiWC/Particle2VertexRelations                        |       47 |    15.7+-3.5    | 6.0     |   10 | 24     |
 | *AllStreams/Phys/XiccXiccPlusPlusToLcKPiPiWC/Particles                                       |        3 |       1         |         |      |        |
 | *AllStreams/Phys/XiccXiccPlusToD0PKPiDCS/Particle2VertexRelations                            |       17 |      17         |         |      |        |
 | *AllStreams/Phys/XiccXiccPlusToD0PKPiDCS/Particles                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/XiccXiccPlusToD0PKPiWC/Particle2VertexRelations                             |        7 |       7         |         |      |        |
 | *AllStreams/Phys/XiccXiccPlusToD0PKPiWC/Particles                                            |        1 |       1         |         |      |        |
