 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuELine/decayVertices                                    |       24 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/Particle2VertexRelations                        |       76 |     4.5+-0.2    | 0.8     |    4 | 6      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/Particles                                       |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoBs2MuMuTrackIsolations_Dp_h              |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoBs2MuMuTrackIsolations_Dp_l1             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoBs2MuMuTrackIsolations_Dp_l2             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoBstautauCDFIso                           |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.0                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.0_Dp_h              |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.0_Dp_l1             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.0_Dp_l2             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.5                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.5_Dp_h              |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.5_Dp_l1             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_0.5_Dp_l2             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.0                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.0_Dp_h              |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.0_Dp_l1             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.0_Dp_l2             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.5                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.5_Dp_h              |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.5_Dp_l1             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariablesForEW_1.5_Dp_l2             |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.0                        |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.0_Dp_h                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.0_Dp_l1                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.0_Dp_l2                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.5                        |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.5_Dp_h                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.5_Dp_l1                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_1.5_Dp_l2                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_2.0                        |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_2.0_Dp_h                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_2.0_Dp_l1                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoConeVariables_2.0_Dp_l2                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoTrackIsolationBDT                        |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoTrackIsolationBDT_Dp_h                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoTrackIsolationBDT_Dp_l1                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoTrackIsolationBDT_Dp_l2                  |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoVertexIsolation                          |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/RelInfoVertexIsolationBDT                       |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/_RefitPVs                                       |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuLine/decayVertices                                   |       19 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuSSLine/Particle2VertexRelations                      |       61 |     4.1+-0.1    | 0.2     |    4 | 5      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuSSLine/Particles                                     |       15 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuSSLine/_RefitPVs                                     |       15 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PMuMuSSLine/decayVertices                                 |       15 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/Particle2VertexRelations                        |      116 |     5.5+-0.5    | 2.3     |    4 | 14     |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/Particles                                       |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoBs2MuMuTrackIsolations_Dp_h              |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoBs2MuMuTrackIsolations_Dp_l1             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoBs2MuMuTrackIsolations_Dp_l2             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoBstautauCDFIso                           |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.0                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.0_Dp_h              |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.0_Dp_l1             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.0_Dp_l2             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.5                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.5_Dp_h              |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.5_Dp_l1             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_0.5_Dp_l2             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.0                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.0_Dp_h              |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.0_Dp_l1             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.0_Dp_l2             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.5                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.5_Dp_h              |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.5_Dp_l1             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariablesForEW_1.5_Dp_l2             |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.0                        |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.0_Dp_h                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.0_Dp_l1                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.0_Dp_l2                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.5                        |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.5_Dp_h                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.5_Dp_l1                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_1.5_Dp_l2                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_2.0                        |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_2.0_Dp_h                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_2.0_Dp_l1                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoConeVariables_2.0_Dp_l2                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoTrackIsolationBDT                        |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoTrackIsolationBDT_Dp_h                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoTrackIsolationBDT_Dp_l1                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoTrackIsolationBDT_Dp_l2                  |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoVertexIsolation                          |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/RelInfoVertexIsolationBDT                       |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/_RefitPVs                                       |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_Lambdac2PPiPiLine/decayVertices                                   |       25 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/Particle2VertexRelations                                |       53 |     6.6+-0.5    | 1.4     |    5 | 9      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/Particles                                               |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoBs2MuMuTrackIsolations_Dp_h                      |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoBstautauCDFIso                                   |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.0                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.0_Dp_h                      |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.0_Dp_l1                     |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.5                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.5_Dp_h                      |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_0.5_Dp_l1                     |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.0                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.0_Dp_h                      |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.0_Dp_l1                     |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.5                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.5_Dp_h                      |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariablesForEW_1.5_Dp_l1                     |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.0                                |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.0_Dp_h                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.0_Dp_l1                          |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.5                                |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.5_Dp_h                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_1.5_Dp_l1                          |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_2.0                                |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_2.0_Dp_h                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoConeVariables_2.0_Dp_l1                          |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoTrackIsolationBDT                                |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoTrackIsolationBDT_Dp_h                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoTrackIsolationBDT_Dp_l1                          |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoVertexIsolation                                  |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/RelInfoVertexIsolationBDT                               |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/_RefitPVs                                               |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiCalLine/decayVertices                                           |       13 |     1.6+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/Particle2VertexRelations                              |      143 |     4.9+-0.3    | 1.8     |    4 | 12     |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/Particles                                             |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoBs2MuMuTrackIsolations_Dp_h                    |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoBstautauCDFIso                                 |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.0                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.0_Dp_h                    |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.0_Dp_l1                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.0_Dp_l2                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.5                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.5_Dp_h                    |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.5_Dp_l1                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_0.5_Dp_l2                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.0                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.0_Dp_h                    |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.0_Dp_l1                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.0_Dp_l2                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.5                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.5_Dp_h                    |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.5_Dp_l1                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariablesForEW_1.5_Dp_l2                   |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.0                              |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.0_Dp_h                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.0_Dp_l1                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.0_Dp_l2                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.5                              |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.5_Dp_h                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.5_Dp_l1                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_1.5_Dp_l2                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_2.0                              |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_2.0_Dp_h                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_2.0_Dp_l1                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoConeVariables_2.0_Dp_l2                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoTrackIsolationBDT                              |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoTrackIsolationBDT_Dp_h                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoTrackIsolationBDT_Dp_l1                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoTrackIsolationBDT_Dp_l2                        |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoVertexIsolation                                |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/RelInfoVertexIsolationBDT                             |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/_RefitPVs                                             |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEECalLine/decayVertices                                         |       34 |     1.2+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/Particle2VertexRelations                             |      149 |     5.7+-0.6    | 3.3     |    4 | 20     |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/Particles                                            |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_h                   |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
