 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/D02pipiForPromptCharm/decayVertices                                         |      103 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/D0ForCC2DDcontrol/Particles                                                 |      125 |     1.3+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D0ForCC2DDcontrol/decayVertices                                             |      125 |     1.3+-0.1    | 0.6     |    1 | 4      |
 | *Charm/Phys/D2EtaEEGHD2KEtaEEGLine/Particle2VertexRelations                             |      835 |    13.9+-1.1    | 8.2     |    7 | 47     |
 | *Charm/Phys/D2EtaEEGHD2KEtaEEGLine/Particles                                            |      141 |     2.4+-0.2    | 1.9     |    1 | 12     |
 | *Charm/Phys/D2EtaEEGHD2KEtaEEGLine/decayVertices                                        |      141 |     2.4+-0.2    | 1.9     |    1 | 12     |
 | *Charm/Phys/D2EtaEEGHD2PiEtaEEGLine/Particle2VertexRelations                            |      718 |    15.3+-1.2    | 8.5     |    7 | 42     |
 | *Charm/Phys/D2EtaEEGHD2PiEtaEEGLine/Particles                                           |       97 |     2.1+-0.2    | 1.6     |    1 | 7      |
 | *Charm/Phys/D2EtaEEGHD2PiEtaEEGLine/decayVertices                                       |       97 |     2.1+-0.2    | 1.6     |    1 | 7      |
 | *Charm/Phys/D2EtaEEGHEtaEEG/Particles                                                   |      138 |     2.2+-0.2    | 2.0     |    1 | 12     |
 | *Charm/Phys/D2EtaEEGHEtaEEG/decayVertices                                               |      138 |     2.2+-0.2    | 2.0     |    1 | 12     |
 | *Charm/Phys/D2EtaHD2KEta3HMLine/Particle2VertexRelations                                |       43 |    10.8+-2.2    | 4.3     |    7 | 18     |
 | *Charm/Phys/D2EtaHD2KEta3HMLine/Particles                                               |        4 |       1         |         |      |        |
 | *Charm/Phys/D2EtaHD2KEta3HMLine/decayVertices                                           |        4 |       1         |         |      |        |
 | *Charm/Phys/D2EtaHD2KEta3HRLine/Particle2VertexRelations                                |     1565 |    15.3+-0.7    | 7.3     |    8 | 40     |
 | *Charm/Phys/D2EtaHD2KEta3HRLine/Particles                                               |      174 |     1.7+-0.1    | 1.4     |    1 | 9      |
 | *Charm/Phys/D2EtaHD2KEta3HRLine/decayVertices                                           |      174 |     1.7+-0.1    | 1.4     |    1 | 9      |
 | *Charm/Phys/D2EtaHD2KEtaPPGLine/Particle2VertexRelations                                |     1277 |    10.2+-0.4    | 4.6     |    6 | 28     |
 | *Charm/Phys/D2EtaHD2KEtaPPGLine/Particles                                               |      189 |     1.5+-0.1    | 1.0     |    1 | 6      |
 | *Charm/Phys/D2EtaHD2KEtaPPGLine/decayVertices                                           |      189 |     1.5+-0.1    | 1.0     |    1 | 6      |
 | *Charm/Phys/D2EtaHD2PiEta3HMLine/Particle2VertexRelations                               |       10 |      10         |         |      |        |
 | *Charm/Phys/D2EtaHD2PiEta3HMLine/Particles                                              |        2 |       2         |         |      |        |
 | *Charm/Phys/D2EtaHD2PiEta3HMLine/decayVertices                                          |        2 |       2         |         |      |        |
 | *Charm/Phys/D2EtaHD2PiEta3HRLine/Particle2VertexRelations                               |      868 |    14.5+-0.8    | 6.6     |    8 | 34     |
 | *Charm/Phys/D2EtaHD2PiEta3HRLine/Particles                                              |      111 |     1.9+-0.2    | 1.4     |    1 | 6      |
 | *Charm/Phys/D2EtaHD2PiEta3HRLine/decayVertices                                          |      111 |     1.9+-0.2    | 1.4     |    1 | 6      |
 | *Charm/Phys/D2EtaHD2PiEtaPPGLine/Particle2VertexRelations                               |      568 |     8.9+-0.4    | 3.2     |    6 | 19     |
 | *Charm/Phys/D2EtaHD2PiEtaPPGLine/Particles                                              |       89 |     1.4+-0.1    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2EtaHD2PiEtaPPGLine/decayVertices                                          |       89 |     1.4+-0.1    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2EtaHEta3HM/Particles                                                      |        4 |       1         |         |      |        |
 | *Charm/Phys/D2EtaHEta3HM/decayVertices                                                  |        4 |       1         |         |      |        |
 | *Charm/Phys/D2EtaHEta3HR/Particles                                                      |      181 |     1.7+-0.1    | 1.4     |    1 | 9      |
 | *Charm/Phys/D2EtaHEta3HR/decayVertices                                                  |      181 |     1.7+-0.1    | 1.4     |    1 | 9      |
 | *Charm/Phys/D2EtaHEtaPPG/Particles                                                      |      192 |     1.5+-0.1    | 0.8     |    1 | 6      |
 | *Charm/Phys/D2EtaHEtaPPG/decayVertices                                                  |      192 |     1.5+-0.1    | 0.8     |    1 | 6      |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrime3HRLine/Particle2VertexRelations                      |      597 |    13.9+-1.0    | 6.4     |    8 | 33     |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrime3HRLine/Particles                                     |       83 |     1.9+-0.3    | 1.9     |    1 | 11     |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrime3HRLine/decayVertices                                 |       83 |     1.9+-0.3    | 1.9     |    1 | 11     |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrimePPGLine/Particle2VertexRelations                      |     1168 |     9.7+-0.4    | 3.9     |    6 | 26     |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrimePPGLine/Particles                                     |      179 |     1.5+-0.1    | 0.8     |    1 | 5      |
 | *Charm/Phys/D2EtaPrimeHD2KEtaPrimePPGLine/decayVertices                                 |      179 |     1.5+-0.1    | 0.8     |    1 | 5      |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrime3HRLine/Particle2VertexRelations                     |      318 |    11.8+-0.9    | 4.6     |    8 | 25     |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrime3HRLine/Particles                                    |       40 |     1.5+-0.2    | 1.0     |    1 | 6      |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrime3HRLine/decayVertices                                |       40 |     1.5+-0.2    | 1.0     |    1 | 6      |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrimePPGLine/Particle2VertexRelations                     |      434 |     7.9+-0.3    | 2.4     |    6 | 15     |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrimePPGLine/Particles                                    |       69 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *Charm/Phys/D2EtaPrimeHD2PiEtaPrimePPGLine/decayVertices                                |       69 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *Charm/Phys/D2EtaPrimeHEtaPrime3HR/Particles                                            |       73 |     1.6+-0.2    | 1.1     |    1 | 6      |
 | *Charm/Phys/D2EtaPrimeHEtaPrime3HR/decayVertices                                        |       73 |     1.6+-0.2    | 1.1     |    1 | 6      |
 | *Charm/Phys/D2EtaPrimeHEtaPrimePPG/Particles                                            |      174 |     1.3+-0.1    | 0.7     |    1 | 4      |
 | *Charm/Phys/D2EtaPrimeHEtaPrimePPG/decayVertices                                        |      174 |     1.3+-0.1    | 0.7     |    1 | 4      |
 | *Charm/Phys/D2HHBDT/_RefitPVs                                                           |      366 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2HHBDTLine/Particle2VertexRelations                                        |     1123 |     3.2+-0.0    | 0.6     |    3 | 7      |
 | *Charm/Phys/D2HHBDTLine/Particles                                                       |      361 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/D2HHBDTLine/decayVertices                                                   |      361 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar08_1                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar08_2                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar08_3                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar08_4                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar08_D                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar10_1                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar10_2                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar10_3                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar10_4                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar10_D                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar13_1                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar13_2                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar13_3                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar13_4                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar13_D                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar17_1                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar17_2                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar17_3                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar17_4                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/P2ConeVar17_D                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/Particle2VertexRelations                              |       14 |      14         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/Particles                                             |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/VertexIsoInfo_D                                       |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/VertexIsoInfo_KS                                      |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsDDLine/decayVertices                                         |        1 |       1         |         |      |        |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar08_1                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar08_2                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar08_3                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar08_4                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar08_D                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar10_1                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar10_2                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar10_3                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar10_4                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar10_D                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar13_1                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar13_2                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar13_3                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar13_4                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar13_D                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar17_1                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar17_2                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2HHHKsD2KKPiKsLLLine/P2ConeVar17_3                                         |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
